startAgent,SubjectID,Trial,t_now,T_end,testTrajIdx,chooseSwitch,Age,Gender,Comments
exploitation,70,2,2,8,0,1,54,F,I chose to switch to Type B after the second month because it's power increases more quickly than type A.
exploitation,71,0,2,3,0,0,55,F,"I watched in the examples how A and B each increased and at what point I felt which one made the strongest defense.  When I was told when the attack was, then I went with then one that had the strongest defense at that time."
exploitation,71,1,2,5,0,0,55,F,"I watched in the examples how A and B each increased and at what point I felt which one made the strongest defense.  When I was told when the attack was, then I went with then one that had the strongest defense at that time."
exploitation,71,2,2,8,0,1,55,F,"I watched in the examples how A and B each increased and at what point I felt which one made the strongest defense.  When I was told when the attack was, then I went with then one that had the strongest defense at that time."
exploitation,72,0,2,3,2,0,42,M,It looks like defense B was better in the long run. 
exploitation,72,1,2,5,2,1,42,M,It looks like defense B was better in the long run. 
exploitation,72,2,2,8,2,1,42,M,It looks like defense B was better in the long run. 
exploitation,73,0,2,3,1,0,62,F,"I switched to B after 5 months because after a longer time, B had a better defense. "
exploitation,73,1,2,5,1,0,62,F,"I switched to B after 5 months because after a longer time, B had a better defense. "
exploitation,73,2,2,8,1,1,62,F,"I switched to B after 5 months because after a longer time, B had a better defense. "
exploitation,74,0,2,3,0,0,53,M,"If it was in the first few month, stick with A, but B was far superior at the later dates"
exploitation,74,1,2,5,0,1,53,M,"If it was in the first few month, stick with A, but B was far superior at the later dates"
exploitation,74,2,2,8,0,1,53,M,"If it was in the first few month, stick with A, but B was far superior at the later dates"
exploitation,75,0,2,3,2,0,32,F,I tried to pick the one that would have the highest defense system at the specified attack time
exploitation,75,1,2,5,2,1,32,F,I tried to pick the one that would have the highest defense system at the specified attack time
exploitation,75,2,2,8,2,1,32,F,I tried to pick the one that would have the highest defense system at the specified attack time
exploitation,76,0,2,3,2,1,38,F,Evaluate the performance of each energy type and use the best option.
exploitation,76,1,2,5,2,1,38,F,Evaluate the performance of each energy type and use the best option.
exploitation,76,2,2,8,2,1,38,F,Evaluate the performance of each energy type and use the best option.
exploitation,77,0,2,3,2,0,34,M,Based on the training scenarios I saw A is better short term and B is better long term 
exploitation,77,1,2,5,2,1,34,M,Based on the training scenarios I saw A is better short term and B is better long term 
exploitation,77,2,2,8,2,1,34,M,Based on the training scenarios I saw A is better short term and B is better long term 
exploitation,78,0,2,3,1,0,43,F,"I paid attention to how long it took for B to be as effective as A, which was about six months. So if the attack was going to happen before six months, I chose A, and if the attack was going to happen after six months, I chose B."
exploitation,78,1,2,5,1,0,43,F,"I paid attention to how long it took for B to be as effective as A, which was about six months. So if the attack was going to happen before six months, I chose A, and if the attack was going to happen after six months, I chose B."
exploitation,78,2,2,8,1,1,43,F,"I paid attention to how long it took for B to be as effective as A, which was about six months. So if the attack was going to happen before six months, I chose A, and if the attack was going to happen after six months, I chose B."
exploitation,79,0,2,3,0,0,38,F,I went off of the information I was given previously. It seemed like type A was good if the attack was going to happen before month 6 and any month after that the second type was best.
exploitation,79,1,2,5,0,0,38,F,I went off of the information I was given previously. It seemed like type A was good if the attack was going to happen before month 6 and any month after that the second type was best.
exploitation,79,2,2,8,0,1,38,F,I went off of the information I was given previously. It seemed like type A was good if the attack was going to happen before month 6 and any month after that the second type was best.
exploitation,80,0,2,3,2,0,53,M,"Since we were told when the attack would occur, I went with A if the attack was early and B if it came late. B seemed to experience a ""growth spurt"" after a while."
exploitation,80,1,2,5,2,0,53,M,"Since we were told when the attack would occur, I went with A if the attack was early and B if it came late. B seemed to experience a ""growth spurt"" after a while."
exploitation,80,2,2,8,2,1,53,M,"Since we were told when the attack would occur, I went with A if the attack was early and B if it came late. B seemed to experience a ""growth spurt"" after a while."
exploitation,81,0,2,3,2,0,49,M,I looked at the relative rates of growth at various times
exploitation,81,1,2,5,2,1,49,M,I looked at the relative rates of growth at various times
exploitation,81,2,2,8,2,1,49,M,I looked at the relative rates of growth at various times
exploitation,82,0,2,3,0,0,34,M,I went with my gut. It was intuition.
exploitation,82,1,2,5,0,1,34,M,I went with my gut. It was intuition.
exploitation,82,2,2,8,0,0,34,M,I went with my gut. It was intuition.
exploitation,83,0,2,3,1,0,58,F,"It was obvious from the information given that energy source A would be the superior choice up through month 6, but B would overtake A's capabilities from month 7 on."
exploitation,83,1,2,5,1,0,58,F,"It was obvious from the information given that energy source A would be the superior choice up through month 6, but B would overtake A's capabilities from month 7 on."
exploitation,83,2,2,8,1,1,58,F,"It was obvious from the information given that energy source A would be the superior choice up through month 6, but B would overtake A's capabilities from month 7 on."
exploitation,84,0,2,3,1,0,51,F,I thought A would be better when the attack happened sooner and B would be better when the attack happened later.
exploitation,84,1,2,5,1,0,51,F,I thought A would be better when the attack happened sooner and B would be better when the attack happened later.
exploitation,84,2,2,8,1,1,51,F,I thought A would be better when the attack happened sooner and B would be better when the attack happened later.
exploitation,85,0,2,3,1,0,53,M,I went with the energy source I started with because it was sufficiently large and did not diminish. I define 'sufficiently' as well beyond the mid point of strength. I did not see a reason to risk switching to the other energy source.  
exploitation,85,1,2,5,1,0,53,M,I went with the energy source I started with because it was sufficiently large and did not diminish. I define 'sufficiently' as well beyond the mid point of strength. I did not see a reason to risk switching to the other energy source.  
exploitation,85,2,2,8,1,0,53,M,I went with the energy source I started with because it was sufficiently large and did not diminish. I define 'sufficiently' as well beyond the mid point of strength. I did not see a reason to risk switching to the other energy source.  
exploitation,86,0,2,3,2,0,32,M,I saw that it was usually good for Energy B to be used after month 6 to catch up to the initial A gains. 
exploitation,86,1,2,5,2,0,32,M,I saw that it was usually good for Energy B to be used after month 6 to catch up to the initial A gains. 
exploitation,86,2,2,8,2,1,32,M,I saw that it was usually good for Energy B to be used after month 6 to catch up to the initial A gains. 
exploitation,87,0,2,3,2,0,33,F,I looked at the time horizon (which month the attack would be in) to make my decision.
exploitation,87,1,2,5,2,0,33,F,I looked at the time horizon (which month the attack would be in) to make my decision.
exploitation,87,2,2,8,2,1,33,F,I looked at the time horizon (which month the attack would be in) to make my decision.
exploitation,88,0,2,3,2,1,50,M,Just went with B it had long lighter green 💚
exploitation,88,1,2,5,2,1,50,M,Just went with B it had long lighter green 💚
exploitation,88,2,2,8,2,1,50,M,Just went with B it had long lighter green 💚
exploitation,89,0,2,3,1,0,52,F,I studied the strength of each energy type and how it changed over time to decide which one to use. 
exploitation,89,1,2,5,1,1,52,F,I studied the strength of each energy type and how it changed over time to decide which one to use. 
exploitation,89,2,2,8,1,1,52,F,I studied the strength of each energy type and how it changed over time to decide which one to use. 
exploitation,90,0,2,3,1,0,34,M,Paid attention to how well B performed vs A.
exploitation,90,1,2,5,1,1,34,M,Paid attention to how well B performed vs A.
exploitation,90,2,2,8,1,1,34,M,Paid attention to how well B performed vs A.
exploitation,91,0,2,3,0,0,67,M,"The timeline of when the attack occurs. ""A"" for earlier attacks, ""B"" for later attacks."
exploitation,91,1,2,5,0,0,67,M,"The timeline of when the attack occurs. ""A"" for earlier attacks, ""B"" for later attacks."
exploitation,91,2,2,8,0,1,67,M,"The timeline of when the attack occurs. ""A"" for earlier attacks, ""B"" for later attacks."
exploitation,92,0,2,3,1,0,29,M,I tried to remember the examples as best I could
exploitation,92,1,2,5,1,1,29,M,I tried to remember the examples as best I could
exploitation,92,2,2,8,1,1,29,M,I tried to remember the examples as best I could
exploitation,93,0,2,3,0,1,62,M,I tried to use the data
exploitation,93,1,2,5,0,0,62,M,I tried to use the data
exploitation,93,2,2,8,0,1,62,M,I tried to use the data
exploitation,94,0,2,3,1,0,33,F,I just thought carefully. Didn't have a specific strategy.
exploitation,94,1,2,5,1,0,33,F,I just thought carefully. Didn't have a specific strategy.
exploitation,94,2,2,8,1,1,33,F,I just thought carefully. Didn't have a specific strategy.
exploitation,95,0,2,3,1,0,47,M,pick the best of the 2 options to defend
exploitation,95,1,2,5,1,0,47,M,pick the best of the 2 options to defend
exploitation,95,2,2,8,1,0,47,M,pick the best of the 2 options to defend
exploitation,96,0,2,3,1,0,55,F,"A starts faster but growth stalls. B starts more slowly, but ultimately has greater defence potential. My choice depended on how far in the future the attach was. If > 5 months, definitely switch to B."
exploitation,96,1,2,5,1,0,55,F,"A starts faster but growth stalls. B starts more slowly, but ultimately has greater defence potential. My choice depended on how far in the future the attach was. If > 5 months, definitely switch to B."
exploitation,96,2,2,8,1,1,55,F,"A starts faster but growth stalls. B starts more slowly, but ultimately has greater defence potential. My choice depended on how far in the future the attach was. If > 5 months, definitely switch to B."
exploitation,97,0,2,3,2,1,36,M,I payed attention to the largest green increases. 
exploitation,97,1,2,5,2,1,36,M,I payed attention to the largest green increases. 
exploitation,97,2,2,8,2,1,36,M,I payed attention to the largest green increases. 
exploitation,98,0,2,3,1,0,74,M,I went for strength in the moment.
exploitation,98,1,2,5,1,0,74,M,I went for strength in the moment.
exploitation,98,2,2,8,1,1,74,M,I went for strength in the moment.
exploitation,99,0,2,3,1,1,26,M,"Since Option B had shown to do really well throughout the examples, I stuck with it, despite it having a lower starting defense."
exploitation,99,1,2,5,1,1,26,M,"Since Option B had shown to do really well throughout the examples, I stuck with it, despite it having a lower starting defense."
exploitation,99,2,2,8,1,1,26,M,"Since Option B had shown to do really well throughout the examples, I stuck with it, despite it having a lower starting defense."
